31_2	(3, 5, 10)	1.4491434
31_3	(3, 5, 9)	-0.023200989
31_4	(2, 4, 8)	0.28126335
31_5	(1, 2, 7)	0.91070414
31_6	(3, 5, 10)	2.3638272
31_7	(3, 5, 10)	0.7217188
31_8	(3, 5, 10)	0.800241
31_9	(3, 5, 10)	1.2422233
32_2	(3, 5, 10)	1.3569245
32_3	(3, 5, 10)	-0.09773302
32_4	(3, 5, 10)	0.36956453
32_5	(0, 2, 4)	0.025249958
32_6	(0, 0, 1)	-2.592021
32_7	(3, 5, 9)	-0.73484755
32_8	(2, 4, 9)	-0.63732576
32_9	(1, 3, 7)	-0.8019438
32_10	(2, 2, 5)	-0.80951405
32_11	(3, 5, 9)	-0.08105087
33_2	(3, 5, 10)	3.2127762
33_3	(3, 5, 10)	1.1203008
33_4	(3, 5, 10)	1.6663187
33_5	(3, 5, 10)	1.8777409
33_6	(3, 5, 10)	1.7862699
33_7	(3, 5, 10)	1.9945986
33_8	(3, 5, 10)	2.1443076
33_9	(2, 4, 9)	1.4275537
33_10	(0, 0, 0)	-2.7631192
34_2	(3, 5, 10)	2.2174704
34_3	(3, 5, 10)	2.2839406
34_4	(3, 5, 10)	1.6457596
34_5	(3, 5, 10)	2.431465
34_6	(3, 5, 10)	1.435988
34_7	(3, 5, 10)	1.5951843
34_8	(3, 5, 9)	1.2833138
34_9	(3, 5, 10)	2.105629
37_2	(3, 5, 10)	3.7660708
37_3	(3, 5, 10)	2.442917
37_4	(3, 5, 10)	2.4422157
37_5	(3, 5, 10)	2.8314629
37_6	(0, 0, 1)	-0.76299095
37_7	(0, 0, 1)	-1.2691302
37_8	(2, 3, 6)	1.2178807
37_9	(0, 0, 0)	-0.80968094
37_10	(0, 0, 0)	-0.72272825
37_11	(1, 1, 1)	-0.6522231
37_12	(0, 0, 0)	-0.6273775
40_2	(3, 5, 10)	1.1048613
40_3	(2, 2, 5)	0.8155594
40_4	(3, 5, 10)	0.35423994
40_5	(1, 3, 5)	-0.02423811
40_6	(1, 3, 6)	0.41170502
40_7	(1, 3, 7)	-0.2821579
40_8	(0, 0, 0)	-1.3391104
40_9	(3, 5, 9)	-0.9470701
40_10	(3, 5, 10)	0.027021408
49_2	(3, 5, 10)	2.15443
49_3	(1, 3, 6)	-0.25861454
49_4	(3, 5, 10)	1.2005744
49_5	(3, 4, 8)	-0.8633528
49_6	(2, 3, 5)	-0.06484079
49_7	(3, 5, 10)	0.17839956
49_8	(3, 5, 10)	1.1126032
49_9	(3, 3, 4)	0.120004654
49_10	(2, 2, 3)	0.005915642
50_2	(0, 0, 0)	-0.3194232
50_3	(2, 4, 8)	0.73271084
50_4	(0, 0, 2)	-0.6550927
50_5	(0, 0, 0)	-3.0039234
50_6	(0, 0, 0)	-2.589075
50_7	(0, 0, 0)	-2.8553076
50_8	(0, 0, 0)	-2.9087267
50_9	(0, 0, 1)	-2.7606182
50_10	(0, 0, 0)	-2.7219582
54_2	(3, 5, 10)	0.814229
54_3	(0, 0, 0)	-1.2623558
54_4	(3, 3, 4)	0.0657773
54_5	(3, 5, 10)	1.1632376
54_6	(2, 2, 5)	0.7483201
54_7	(3, 5, 10)	0.9071665
54_8	(0, 0, 0)	-1.9850793
54_9	(0, 1, 1)	-1.3994379
56_2	(3, 5, 10)	2.4030461
56_3	(3, 5, 10)	0.46852064
56_4	(3, 5, 10)	1.312717
56_5	(3, 5, 10)	1.667162
56_6	(3, 5, 10)	1.2180438
56_7	(0, 0, 0)	-1.4048538
56_8	(3, 5, 10)	0.9432993
58_2	(3, 5, 10)	2.631075
58_3	(3, 5, 10)	1.5598302
58_4	(3, 5, 9)	1.3602653
58_5	(3, 5, 10)	2.2138531
58_6	(1, 3, 8)	1.3430996
58_7	(1, 1, 1)	-1.1664858
58_8	(1, 1, 1)	-0.49499607
59_2	(0, 1, 5)	0.16068316
59_3	(0, 0, 0)	-3.0955033
59_4	(0, 0, 1)	-2.0042949
59_5	(0, 0, 0)	-2.3686452
59_6	(0, 0, 0)	-2.3138757
59_7	(0, 0, 0)	-1.1260829
59_8	(3, 5, 10)	0.2990775
61_2	(3, 5, 10)	1.4078503
61_3	(3, 5, 10)	1.8285303
61_4	(3, 4, 7)	0.8264656
61_5	(1, 1, 1)	0.12152338
61_6	(0, 0, 0)	-1.5662723
61_7	(0, 0, 0)	-1.5873857
61_8	(0, 0, 0)	-1.5506139
61_9	(3, 4, 4)	0.086949825
67_2	(3, 5, 10)	1.2858486
67_3	(3, 5, 10)	0.82588243
67_4	(0, 1, 3)	-0.5061903
67_5	(2, 3, 7)	-0.5507426
67_6	(0, 0, 0)	-0.6781225
67_7	(0, 0, 1)	-1.3544097
67_8	(0, 2, 5)	-0.3938408
67_9	(0, 0, 0)	-0.8431654
67_10	(0, 0, 0)	-0.95616627
67_11	(0, 0, 0)	-2.3445263
68_2	(3, 5, 8)	1.5925088
68_3	(3, 5, 10)	3.174723
68_4	(0, 0, 0)	-1.8582234
68_5	(1, 2, 5)	-1.5360093
68_6	(2, 4, 5)	-1.1913757
68_7	(0, 0, 0)	-1.7427015
68_8	(0, 0, 0)	-1.6979017
68_9	(3, 5, 10)	2.3393433
68_10	(2, 4, 9)	-0.532393
68_11	(2, 4, 7)	-0.5886383
69_2	(3, 6, 10)	0.9261031
69_3	(0, 0, 0)	-1.6791892
69_4	(0, 0, 0)	-1.077507
