69_5	(0, 0, 1)	-0.8374181
69_6	(0, 0, 0)	-0.48112345
69_7	(2, 4, 5)	-1.3122106
69_8	(1, 1, 1)	-1.1206799
69_9	(2, 2, 4)	-0.2811284
69_10	(0, 2, 6)	-0.6806421
75_2	(3, 5, 10)	0.21771955
75_3	(3, 5, 10)	0.3228674
75_4	(3, 5, 9)	-0.19823122
75_5	(0, 0, 3)	-0.37692833
75_6	(2, 3, 6)	0.08072662
75_7	(3, 5, 8)	-0.7778797
75_8	(3, 5, 10)	0.6908536
75_9	(3, 5, 9)	0.21901035
75_10	(3, 5, 8)	-0.089037895
77_2	(1, 1, 2)	0.2125082
77_3	(3, 5, 10)	0.42352962
77_4	(2, 2, 4)	-1.162221
77_5	(0, 0, 0)	-1.6511889
77_6	(0, 0, 0)	-2.4974217
77_7	(0, 0, 0)	-1.9763942
77_8	(2, 2, 2)	-1.3545303
77_9	(2, 2, 2)	-1.3234649
77_10	(3, 4, 7)	-0.7931471
78_2	(3, 5, 10)	1.4716315
78_3	(4, 5, 10)	1.47542
78_4	(3, 5, 10)	0.6386075
78_5	(3, 5, 10)	1.3962698
78_6	(3, 5, 10)	1.5010371
78_7	(0, 0, 0)	-1.2252059
78_8	(0, 0, 1)	0.46748495
78_9	(0, 0, 0)	-1.9840918
78_10	(0, 0, 1)	-0.7058015
79_2	(1, 1, 1)	-1.3222017
79_3	(3, 5, 8)	-0.027983189
79_4	(0, 0, 0)	-1.1539907
79_5	(0, 0, 0)	-2.447672
79_6	(0, 0, 0)	-0.39445734
79_7	(0, 0, 0)	-0.89708376
79_8	(0, 0, 0)	-1.9968567
79_9	(0, 0, 0)	-2.0993857
