31_2	(3, 5, 10)	1.0206804
31_3	(0, 0, 0)	-0.45166397
31_4	(0, 1, 1)	-0.14719963
31_5	(0, 0, 2)	0.48224115
31_6	(3, 5, 10)	1.9353642
31_7	(3, 5, 10)	0.2932558
31_8	(1, 3, 7)	0.371778
31_9	(1, 2, 6)	0.8137603
32_2	(2, 3, 6)	0.8482275
32_3	(0, 1, 3)	-0.60643005
32_4	(0, 0, 3)	-0.1391325
32_5	(0, 0, 0)	-0.48344707
32_6	(0, 0, 0)	-3.100718
32_7	(0, 2, 2)	-1.2435446
32_8	(0, 1, 2)	-1.1460228
32_9	(0, 2, 2)	-1.3106408
32_10	(0, 0, 0)	-1.3182111
32_11	(3, 4, 6)	-0.5897479
33_2	(3, 5, 10)	3.0372038
33_3	(3, 5, 10)	0.9447284
33_4	(3, 5, 10)	1.4907463
33_5	(3, 5, 10)	1.7021685
33_6	(3, 5, 10)	1.6106975
33_7	(3, 5, 10)	1.8190262
33_8	(3, 5, 10)	1.9687352
33_9	(2, 4, 9)	1.2519813
33_10	(0, 0, 0)	-2.9386916
34_2	(3, 5, 10)	1.9328716
34_3	(3, 5, 10)	1.9993417
34_4	(2, 3, 7)	1.3611608
34_5	(3, 5, 10)	2.146866
34_6	(3, 5, 9)	1.1513891
34_7	(3, 5, 10)	1.3105855
34_8	(3, 5, 9)	0.9987149
34_9	(3, 5, 10)	1.8210301
37_2	(3, 5, 10)	3.4780412
37_3	(3, 5, 10)	2.1548874
37_4	(3, 5, 10)	2.154186
37_5	(3, 5, 10)	2.5434332
37_6	(0, 0, 0)	-1.0510206
37_7	(0, 0, 0)	-1.5571599
37_8	(2, 2, 2)	0.92985106
37_9	(0, 0, 0)	-1.0977106
37_10	(0, 0, 0)	-1.0107579
37_11	(0, 0, 0)	-0.9402528
37_12	(0, 0, 0)	-0.9154072
40_2	(3, 5, 10)	0.75363636
40_3	(2, 2, 5)	0.4643345
40_4	(2, 4, 9)	0.0030150414
40_5	(0, 1, 1)	-0.375463
40_6	(1, 1, 3)	0.060480118
40_7	(0, 0, 3)	-0.6333828
40_8	(0, 0, 0)	-1.6903353
40_9	(0, 0, 0)	-1.298295
40_10	(1, 1, 2)	-0.3242035
49_2	(3, 5, 10)	1.8008995
49_3	(1, 2, 4)	-0.61214495
49_4	(3, 5, 10)	0.847044
49_5	(1, 2, 3)	-1.2168832
49_6	(0, 0, 1)	-0.4183712
49_7	(3, 5, 9)	-0.17513084
49_8	(3, 5, 10)	0.7590728
49_9	(3, 3, 4)	-0.23352575
49_10	(1, 1, 2)	-0.34761477
50_2	(0, 0, 0)	-0.64939547
50_3	(2, 3, 7)	0.40273857
50_4	(0, 0, 0)	-0.985065
50_5	(0, 0, 0)	-3.3338957
50_6	(0, 0, 0)	-2.9190474
50_7	(0, 0, 0)	-3.1852798
50_8	(0, 0, 0)	-3.238699
50_9	(0, 0, 0)	-3.0905905
50_10	(0, 0, 0)	-3.0519304
54_2	(3, 4, 7)	0.49061632
54_3	(0, 0, 0)	-1.5859685
54_4	(3, 3, 3)	-0.2578354
54_5	(3, 5, 10)	0.8396249
54_6	(0, 0, 3)	0.4247074
54_7	(3, 5, 9)	0.5835538
54_8	(0, 0, 0)	-2.308692
54_9	(0, 0, 0)	-1.7230506
56_2	(3, 5, 10)	1.8104577
56_3	(2, 3, 6)	-0.12406778
56_4	(2, 3, 8)	0.72012854
56_5	(1, 3, 7)	1.0745735
56_6	(3, 5, 10)	0.6254554
56_7	(0, 0, 0)	-1.9974422
56_8	(2, 4, 9)	0.35071087
58_2	(3, 5, 10)	2.3687348
58_3	(3, 5, 10)	1.2974901
58_4	(3, 5, 8)	1.0979252
58_5	(3, 5, 10)	1.951513
58_6	(1, 3, 6)	1.0807595
58_7	(1, 1, 1)	-1.4288259
58_8	(1, 1, 1)	-0.75733614
59_2	(0, 0, 1)	-0.093366146
59_3	(0, 0, 0)	-3.3495526
59_4	(0, 0, 0)	-2.2583442
59_5	(0, 0, 0)	-2.6226945
59_6	(0, 0, 0)	-2.567925
59_7	(0, 0, 0)	-1.3801322
59_8	(3, 5, 10)	0.04502821
61_2	(3, 5, 10)	0.8915796
61_3	(3, 5, 9)	1.3122597
61_4	(2, 2, 4)	0.31019497
61_5	(1, 1, 1)	-0.39474726
61_6	(0, 0, 0)	-2.082543
61_7	(0, 0, 0)	-2.1036563
61_8	(0, 0, 0)	-2.0668845
61_9	(2, 3, 3)	-0.4293208
67_2	(3, 5, 9)	0.8995795
67_3	(2, 4, 6)	0.43961334
67_4	(0, 0, 0)	-0.8924594
67_5	(0, 0, 0)	-0.9370117
67_6	(0, 0, 0)	-1.0643916
67_7	(0, 0, 1)	-1.7406788
67_8	(0, 0, 1)	-0.7801099
67_9	(0, 0, 0)	-1.2294345
67_10	(0, 0, 0)	-1.3424354
67_11	(0, 0, 0)	-2.7307954
68_2	(3, 5, 7)	1.3078351
68_3	(3, 5, 10)	2.8900492
68_4	(0, 0, 0)	-2.1428971
68_5	(1, 1, 1)	-1.820683
68_6	(0, 2, 2)	-1.4760494
68_7	(0, 0, 0)	-2.0273752
68_8	(0, 0, 0)	-1.9825754
68_9	(3, 5, 10)	2.0546696
68_10	(2, 4, 7)	-0.81706667
68_11	(1, 2, 2)	-0.873312
69_2	(3, 6, 10)	0.5291753
69_3	(0, 0, 0)	-2.076117
69_4	(0, 0, 0)	-1.4744349
69_5	(0, 0, 0)	-1.2343459
69_6	(0, 0, 0)	-0.8780513
69_7	(0, 0, 0)	-1.7091384
69_8	(0, 0, 0)	-1.5176077
69_9	(0, 0, 0)	-0.67805624
69_10	(0, 0, 0)	-1.07757
75_2	(2, 4, 8)	-0.08774519
75_3	(3, 5, 10)	0.017402649
75_4	(0, 2, 3)	-0.50369596
75_5	(0, 0, 1)	-0.6823931
75_6	(1, 2, 5)	-0.22473812
75_7	(0, 0, 0)	-1.0833445
75_8	(3, 5, 8)	0.38538885
75_9	(2, 4, 8)	-0.08645439
75_10	(2, 4, 7)	-0.39450264
77_2	(0, 0, 0)	-0.1873622
77_3	(1, 3, 6)	0.02365923
77_4	(1, 1, 1)	-1.5620914
77_5	(0, 0, 0)	-2.0510592
77_6	(0, 0, 0)	-2.8972921
77_7	(0, 0, 0)	-2.3762646
77_8	(0, 0, 0)	-1.7544007
77_9	(0, 0, 0)	-1.7233353
77_10	(0, 0, 2)	-1.1930175
78_2	(3, 5, 10)	0.63678503
78_3	(4, 5, 10)	0.6405735
78_4	(0, 0, 0)	-0.196239
78_5	(3, 5, 7)	0.5614233
78_6	(3, 5, 9)	0.6661906
78_7	(0, 0, 0)	-2.0600524
78_8	(0, 0, 0)	-0.36736155
78_9	(0, 0, 0)	-2.8189383
78_10	(0, 0, 0)	-1.540648
79_2	(0, 0, 0)	-1.795052
79_3	(3, 3, 4)	-0.5008335
79_4	(0, 0, 0)	-1.6268411
79_5	(0, 0, 0)	-2.9205222
79_6	(0, 0, 0)	-0.86730766
79_7	(0, 0, 0)	-1.3699341
79_8	(0, 0, 0)	-2.469707
79_9	(0, 0, 0)	-2.572236
