31_1	5.1092577
32_1	4.9556665
33_1	5.3629045
34_1	5.5705585
37_1	6.2619696
40_1	5.3148727
49_1	5.4843197
50_1	5.3933706
54_1	5.552816
56_1	5.776667
58_1	5.8889027
59_1	6.0659943
61_1	6.187598
67_1	5.2564154
68_1	5.8165336
69_1	5.3634415
75_1	5.654214
77_1	5.458822
78_1	5.318145
79_1	5.0830345
