69_6	(0, 0, 0)	-0.7139168
69_7	(1, 2, 2)	-1.5450039
69_8	(0, 0, 0)	-1.3534732
69_9	(1, 1, 1)	-0.51392174
69_10	(0, 0, 0)	-0.91343546
75_2	(3, 5, 9)	0.0593462
75_3	(3, 5, 10)	0.16449404
75_4	(1, 3, 5)	-0.35660458
75_5	(0, 0, 3)	-0.5353017
75_6	(2, 3, 6)	-0.07764673
75_7	(1, 2, 4)	-0.9362531
75_8	(3, 5, 8)	0.53248024
75_9	(3, 5, 9)	0.060636997
75_10	(3, 5, 8)	-0.24741125
77_2	(1, 1, 2)	-0.0044994354
77_3	(1, 3, 7)	0.20652199
77_4	(1, 1, 3)	-1.3792286
77_5	(0, 0, 0)	-1.8681965
77_6	(0, 0, 0)	-2.7144294
77_7	(0, 0, 0)	-2.1934018
77_8	(1, 1, 1)	-1.571538
77_9	(1, 1, 1)	-1.5404725
77_10	(1, 2, 5)	-1.0101547
78_2	(3, 5, 10)	1.0849371
78_3	(4, 5, 10)	1.0887256
78_4	(3, 5, 10)	0.25191307
78_5	(3, 5, 10)	1.0095754
78_6	(3, 5, 9)	1.1143427
78_7	(0, 0, 0)	-1.6119003
78_8	(0, 0, 0)	0.08079052
78_9	(0, 0, 0)	-2.3707862
78_10	(0, 0, 0)	-1.0924959
79_2	(0, 0, 0)	-1.5613089
79_3	(3, 3, 5)	-0.26709032
79_4	(0, 0, 0)	-1.3930979
79_5	(0, 0, 0)	-2.686779
79_6	(0, 0, 0)	-0.6335645
79_7	(0, 0, 0)	-1.1361909
79_8	(0, 0, 0)	-2.2359638
79_9	(0, 0, 0)	-2.3384929
