31_2	[3, 5, 10]	[]	1.4471297
31_3	[3, 5, 9]	[]	0.008738995
31_4	[3, 4, 6]	[]	0.44399452
31_5	[3, 5, 10]	[]	0.99077225
31_6	[3, 5, 10]	[]	2.5344753
31_7	[3, 5, 10]	[]	0.7845454
31_8	[3, 5, 10]	[]	0.8237934
31_9	[3, 5, 10]	[]	1.1461706
32_2	[3, 5, 10]	[]	1.6297665
32_3	[3, 5, 10]	[]	-0.049587727 UPDATE 
32_4	[3, 5, 10]	[]	1.0178447
32_5	[3, 5, 10]	[]	0.39547205
32_6	[3, 5, 10]	[]	-1.2099705 UPDATE 
32_7	[3, 5, 10]	[]	1.012608
32_8	[3, 5, 10]	[]	-2.1453161 UPDATE 
32_9	[3, 5, 10]	[]	1.7223344
32_10	[3, 5, 10]	[]	1.8089805
32_11	[3, 5, 10]	[]	0.2999177
33_2	[3, 5, 10]	[]	4.1495695
33_3	[3, 3, 3]	[]	1.2104931
33_4	[2, 3, 4]	[]	2.0044856
33_5	[3, 5, 10]	[]	2.2824612
33_6	[3, 5, 10]	[]	2.2236485
33_7	[3, 5, 10]	[]	2.435295
33_8	[3, 5, 10]	[]	2.2171621
33_9	[0, 0, 1]	[]	1.4224148
33_10	[3, 5, 10]	[]	-2.356773 UPDATE 
34_2	[3, 5, 10]	[]	2.568119
34_3	[3, 5, 10]	[]	2.728294
34_4	[2, 4, 8]	[]	1.3743715
34_5	[3, 5, 10]	[]	2.589222
34_6	[3, 5, 10]	[]	1.4221792
34_7	[3, 5, 10]	[]	1.7749362
34_8	[3, 5, 9]	[]	1.3462629
34_9	[3, 5, 10]	[]	1.9141083
37_2	[3, 5, 10]	[]	3.5292222
37_3	[3, 5, 10]	[]	2.3646255
37_4	[3, 5, 10]	[]	1.7436199
37_5	[3, 5, 10]	[]	2.2607036
37_6	[3, 5, 10]	[]	-0.65202856 UPDATE 
37_7	[3, 5, 10]	[]	2.1615715
37_8	[3, 5, 10]	[]	0.924345
37_9	[2, 5, 10]	[]	-0.58193016 UPDATE 
37_10	[2, 3, 7]	[]	2.6614795
37_11	[3, 5, 10]	[]	1.8834505
37_12	[3, 4, 9]	[]	2.175107
40_2	[3, 5, 10]	[]	1.3030705
40_3	[2, 4, 7]	[]	0.95051956
40_4	[3, 5, 10]	[]	-0.37213278 UPDATE 
40_5	[2, 4, 7]	[]	0.392107
40_6	[3, 4, 8]	[]	0.10100794
40_7	[3, 5, 9]	[]	0.05494404
40_8	[3, 5, 10]	[]	-0.8743763 UPDATE 
40_9	[3, 5, 10]	[]	0.1025939
40_10	[3, 5, 10]	[]	0.46511936
49_2	[3, 5, 10]	[]	2.8278844
49_3	[3, 5, 10]	[]	-0.30600262 UPDATE 
49_4	[3, 5, 10]	[]	0.96184826
49_5	[3, 4, 9]	[]	1.2786951
49_6	[3, 5, 10]	[]	-0.15183544 UPDATE 
49_7	[3, 5, 10]	[]	0.3307991
49_8	[3, 5, 10]	[]	0.62835884
49_9	[1, 2, 4]	[]	0.08054447
49_10	[2, 2, 2]	[]	0.12408066
50_2	[3, 5, 10]	[]	-0.37558174 UPDATE 
50_3	[3, 5, 10]	[]	1.1107726
50_4	[3, 5, 10]	[]	0.54272985
50_5	[3, 5, 10]	[]	-1.8953204 UPDATE 
50_6	[3, 5, 10]	[]	1.5799456
50_7	[3, 5, 10]	[]	-1.887753 UPDATE 
50_8	[3, 5, 10]	[]	2.8790226
50_9	[3, 5, 10]	[]	3.6411495
50_10	[3, 5, 9]	[]	1.9203796
54_2	[3, 5, 10]	[]	0.6687083
54_3	[3, 5, 10]	[]	-1.4002962 UPDATE 
54_4	[3, 5, 10]	[]	-1.26015 UPDATE 
54_5	[3, 5, 10]	[]	0.5214348
54_6	[2, 3, 7]	[]	0.3816409
54_7	[3, 5, 9]	[]	0.8462949
54_8	[3, 5, 10]	[]	-1.7606597 UPDATE 
54_9	[3, 5, 10]	[]	2.964571
56_2	[3, 5, 10]	[]	2.8752894
56_3	[3, 5, 10]	[]	0.2671175
56_4	[3, 5, 10]	[]	1.4623566
56_5	[3, 5, 10]	[]	1.8871927
56_6	[3, 5, 10]	[]	1.5551705
56_7	[3, 5, 10]	[]	-1.6926336 UPDATE 
56_8	[3, 4, 9]	[]	1.2125521
58_2	[3, 5, 10]	[]	3.238021
58_3	[3, 5, 10]	[]	2.0066009
58_4	[3, 5, 10]	[]	2.072524
58_5	[3, 5, 10]	[]	2.7882442
58_6	[1, 3, 8]	[]	1.5127935
58_7	[3, 5, 10]	[]	-1.1886411 UPDATE 
58_8	[3, 5, 10]	[]	1.311873
59_2	[1, 2, 7]	[]	0.864861
59_3	[3, 5, 10]	[]	-1.851439 UPDATE 
59_4	[3, 5, 10]	[]	2.7023735
59_5	[3, 5, 10]	[]	-2.2162113 UPDATE 
59_6	[3, 5, 10]	[]	2.0324192
59_7	[3, 5, 10]	[]	-1.9439826 UPDATE 
59_8	[3, 5, 10]	[]	0.19996786
61_2	[3, 5, 10]	[]	1.291956
61_3	[3, 5, 10]	[]	2.07836
61_4	[3, 4, 7]	[]	0.67471695
61_5	[3, 5, 10]	[]	-0.1218586 UPDATE 
61_6	[3, 5, 10]	[]	-1.5921955 UPDATE 
61_7	[2, 3, 5]	[]	0.25112343
61_8	[2, 2, 5]	[]	0.4710431
61_9	[2, 4, 8]	[]	0.26003265
67_2	[3, 5, 10]	[]	1.8800936
67_3	[3, 5, 10]	[]	1.015141
67_4	[3, 5, 10]	[]	-0.5257058 UPDATE 
67_5	[2, 4, 9]	[]	0.06873751
67_6	[3, 5, 10]	[]	-0.91409636 UPDATE 
67_7	[3, 5, 10]	[]	-0.47714567 UPDATE 
67_8	[3, 5, 10]	[]	2.0809135
67_9	[3, 5, 10]	[]	0.497602
67_10	[3, 5, 10]	[]	-1.1156116 UPDATE 
67_11	[3, 5, 10]	[]	-1.2694559 UPDATE 
68_2	[2, 3, 6]	[]	1.369986
68_3	[3, 5, 10]	[]	3.339993
68_4	[3, 5, 10]	[]	-1.8258486 UPDATE 
68_5	[3, 5, 10]	[]	-1.221528 UPDATE 
68_6	[3, 4, 8]	[]	1.2632294
68_7	[3, 5, 10]	[]	-0.7966523 UPDATE 
68_8	[3, 5, 8]	[]	0.32315016
68_9	[3, 5, 10]	[]	2.1092515
68_10	[3, 5, 10]	[]	-0.888854 UPDATE 
68_11	[3, 5, 10]	[]	0.9274092
69_2	[3, 4, 10]	[]	1.281673
69_3	[3, 5, 10]	[]	-1.0561395 UPDATE 
69_4	[3, 5, 10]	[]	0.14382648
69_5	[3, 5, 10]	[]	0.029242992
69_6	[3, 5, 10]	[]	0.15129805
